Summary,Issue Type,Description,Labels
      whoami
      hostname
      id
      env | head -20
      echo $SHELL
      cat /etc/shells
    cleanup: null
    timeout: 30

  - type: sh
    command: |
      echo \"AutoStrike sh Shell Test\"
      whoami
      hostname
      id
      printenv | head -20
    cleanup: null
    timeout: 30

detection:
  - source: \"Process Creation\"
    indicator: \"bash or sh spawned by unexpected parent\"
  - source: \"Command Line\"
    indicator: \"bash -c with suspicious arguments\"
  - source: \"Auditd\"
    indicator: \"execve syscalls for shell execution\"

is_safe: true

references:
  - https://attack.mitre.org/techniques/T1059/004/
\`\`\`

**Fichiers:**
- server/configs/techniques/T1059.004.yaml

**Definition of Done:**
- [ ] Fichier YAML valide et parsable
- [ ] Support bash et sh
- [ ] Support Linux et macOS
- [ ] Commandes de test benignes
- [ ] Indicateurs de detection (auditd) documentes
- [ ] Marque is_safe: true",backend;technique
"[BE-47] Creer definition YAML T1016",Task,"**Objectif:** Creer le fichier YAML de definition pour la technique T1016 - System Network Configuration Discovery.

**Fichier YAML:**
\`\`\`yaml
# configs/techniques/T1016.yaml
id: \"T1016\"
name: \"System Network Configuration Discovery\"
tactic: \"discovery\"
description: |
  Adversaries may look for details about the network configuration
  and settings, such as IP and/or MAC addresses, of systems they
  access or through information discovery of remote systems.

platforms:
  - windows
  - linux
  - macos

executors:
  - type: psh
    command: |
      Get-NetIPConfiguration
      Get-NetAdapter | Select-Object Name, Status, MacAddress
      Get-DnsClientServerAddress
      Get-NetRoute | Select-Object -First 20
      [System.Net.Dns]::GetHostAddresses($env:COMPUTERNAME)
    cleanup: null
    timeout: 30

  - type: cmd
    command: |
      ipconfig /all
      netstat -an | findstr LISTEN
      route print
      arp -a
      nslookup %COMPUTERNAME%
    cleanup: null
    timeout: 30

  - type: bash
    command: |
      ip addr 2>/dev/null || ifconfig
      ip route 2>/dev/null || netstat -rn
      cat /etc/resolv.conf
      ss -tuln 2>/dev/null || netstat -tuln
      arp -a 2>/dev/null || ip neigh
    cleanup: null
    timeout: 30

detection:
  - source: \"Process Creation\"
    indicator: \"ipconfig.exe or netstat.exe execution\"
  - source: \"Command Line\"
    indicator: \"Get-NetIPConfiguration or network enumeration cmdlets\"
  - source: \"Process\"
    indicator: \"ip or ifconfig execution\"

is_safe: true

references:
  - https://attack.mitre.org/techniques/T1016/
\`\`\`

**Fichiers:**
- server/configs/techniques/T1016.yaml

**Definition of Done:**
- [ ] Fichier YAML valide et parsable
- [ ] Discovery IP, MAC, DNS, routes
- [ ] Support Windows, Linux, macOS
- [ ] Commandes alternatives (ip vs ifconfig)
- [ ] Indicateurs de detection documentes
- [ ] Marque is_safe: true",backend;technique
"[BE-48] Creer definition YAML T1069",Task,"**Objectif:** Creer le fichier YAML de definition pour la technique T1069 - Permission Groups Discovery.

**Fichier YAML:**
\`\`\`yaml
# configs/techniques/T1069.yaml
id: \"T1069\"
name: \"Permission Groups Discovery\"
tactic: \"discovery\"
description: |
  Adversaries may attempt to discover group and permission settings.
  This information can help adversaries determine which user accounts
  and groups are available.

platforms:
  - windows
  - linux
  - macos

executors:
  - type: psh
    command: |
      Get-LocalGroup
      Get-LocalGroupMember -Group \"Administrators\" -ErrorAction SilentlyContinue
      Get-LocalGroupMember -Group \"Remote Desktop Users\" -ErrorAction SilentlyContinue
      whoami /groups
      net localgroup
    cleanup: null
    timeout: 30

  - type: cmd
    command: |
      net localgroup
      net localgroup Administrators
      net localgroup \"Remote Desktop Users\"
      whoami /groups
    cleanup: null
    timeout: 30

  - type: bash
    command: |
      cat /etc/group
      groups
      id
      getent group sudo 2>/dev/null
      getent group wheel 2>/dev/null
      getent group admin 2>/dev/null
    cleanup: null
    timeout: 20

detection:
  - source: \"Process Creation\"
    indicator: \"net.exe localgroup commands\"
  - source: \"Command Line\"
    indicator: \"Get-LocalGroup or Get-LocalGroupMember\"
  - source: \"Process\"
    indicator: \"getent or groups command execution\"

is_safe: true

references:
  - https://attack.mitre.org/techniques/T1069/
\`\`\`

**Fichiers:**
- server/configs/techniques/T1069.yaml

**Definition of Done:**
- [ ] Fichier YAML valide et parsable
- [ ] Enumeration groupes locaux et membres
- [ ] Groupes privilegies (Administrators, sudo, wheel)
- [ ] Support Windows et Linux
- [ ] Indicateurs de detection documentes
- [ ] Marque is_safe: true",backend;technique
"[BE-49] Creer definition YAML T1087",Task,"**Objectif:** Creer le fichier YAML de definition pour la technique T1087 - Account Discovery.

**Fichier YAML:**
\`\`\`yaml
# configs/techniques/T1087.yaml
id: \"T1087\"
name: \"Account Discovery\"
tactic: \"discovery\"
description: |
  Adversaries may attempt to get a listing of local system or domain
  accounts. This information can help adversaries determine which
  accounts exist to aid in follow-on behavior.

platforms:
  - windows
  - linux
  - macos

executors:
  - type: psh
    command: |
      Get-LocalUser
      Get-LocalUser | Where-Object {$_.Enabled -eq $true} | Select-Object Name, LastLogon
      Get-WmiObject Win32_UserAccount | Select-Object Name, Disabled, LocalAccount
      whoami /all
      query user 2>$null
    cleanup: null
    timeout: 30

  - type: cmd
    command: |
      net user
      net user %USERNAME%
      wmic useraccount list brief
      query user
    cleanup: null
    timeout: 30

  - type: bash
    command: |
      cat /etc/passwd
      cat /etc/passwd | cut -d: -f1
      getent passwd
      who
      w
      last | head -20
    cleanup: null
    timeout: 20

detection:
  - source: \"Process Creation\"
    indicator: \"net.exe user commands\"
  - source: \"WMI\"
    indicator: \"Win32_UserAccount queries\"
  - source: \"Command Line\"
    indicator: \"Get-LocalUser execution\"
  - source: \"File Access\"
    indicator: \"/etc/passwd read access\"

is_safe: true

references:
  - https://attack.mitre.org/techniques/T1087/
\`\`\`

**Fichiers:**
- server/configs/techniques/T1087.yaml

**Definition of Done:**
- [ ] Fichier YAML valide et parsable
- [ ] Enumeration comptes locaux
- [ ] Info sur comptes actifs/desactives
- [ ] Support Windows et Linux
- [ ] Indicateurs de detection documentes
- [ ] Marque is_safe: true",backend;technique
"[BE-50] Creer definition YAML T1053.005",Task,"**Objectif:** Creer le fichier YAML de definition pour la technique T1053.005 - Scheduled Task (schtasks, New-ScheduledTask) avec cleanup obligatoire.

**Fichier YAML:**
\`\`\`yaml
# configs/techniques/T1053.005.yaml
id: \"T1053.005\"
name: \"Scheduled Task\"
tactic: \"persistence\"
description: |
  Adversaries may abuse the Windows Task Scheduler to perform task
  scheduling for initial or recurring execution of malicious code.
  NOTE: Cette technique cree une tache planifiee de test qui est
  immediatement supprimee (cleanup).

platforms:
  - windows

executors:
  - type: psh
    command: |
      $taskName = \"AutoStrikeTest_$(Get-Random)\"
      $action = New-ScheduledTaskAction -Execute \"cmd.exe\" -Argument \"/c echo AutoStrike Test\"
      $trigger = New-ScheduledTaskTrigger -Once -At (Get-Date).AddHours(24)
      Register-ScheduledTask -TaskName $taskName -Action $action -Trigger $trigger -Description \"AutoStrike Test Task\"
      Get-ScheduledTask -TaskName $taskName | Select-Object TaskName, State
      echo \"Task created: $taskName\"
    cleanup: |
      $taskName = Get-ScheduledTask | Where-Object {$_.TaskName -like \"AutoStrikeTest_*\"} | Select-Object -First 1 -ExpandProperty TaskName
      if ($taskName) { Unregister-ScheduledTask -TaskName $taskName -Confirm:$false }
      echo \"Cleanup completed\"
    timeout: 60

  - type: cmd
    command: |
      set TASKNAME=AutoStrikeTest_%RANDOM%
      schtasks /create /tn %TASKNAME% /tr \"cmd.exe /c echo test\" /sc once /st 23:59 /f
      schtasks /query /tn %TASKNAME%
      echo Task created: %TASKNAME%
    cleanup: |
      for /f \"tokens=1\" %%t in ('schtasks /query /fo list ^| findstr /i \"AutoStrikeTest\"') do schtasks /delete /tn %%t /f
      echo Cleanup completed
    timeout: 60

detection:
  - source: \"Process Creation\"
    indicator: \"schtasks.exe /create\"
  - source: \"Windows Event\"
    indicator: \"Event ID 4698 - Scheduled task created\"
  - source: \"Command Line\"
    indicator: \"Register-ScheduledTask or New-ScheduledTask\"

is_safe: true

references:
  - https://attack.mitre.org/techniques/T1053/005/
\`\`\`

**Fichiers:**
- server/configs/techniques/T1053.005.yaml

**Definition of Done:**
- [ ] Fichier YAML valide et parsable
- [ ] Creation tache planifiee de test
- [ ] Cleanup OBLIGATOIRE supprimant la tache
- [ ] Nom de tache unique (random)
- [ ] Indicateurs de detection (Event ID 4698)
- [ ] Marque is_safe: true avec cleanup",backend;technique
"[BE-51] Creer definition YAML T1547.001",Task,"**Objectif:** Creer le fichier YAML de definition pour la technique T1547.001 - Registry Run Keys persistence avec cleanup obligatoire.

**Fichier YAML:**
\`\`\`yaml
# configs/techniques/T1547.001.yaml
id: \"T1547.001\"
name: \"Registry Run Keys\"
tactic: \"persistence\"
description: |
  Adversaries may achieve persistence by adding a program to a Registry
  run key. NOTE: Cette technique cree une cle de registre de test qui
  est immediatement supprimee (cleanup).

platforms:
  - windows

executors:
  - type: psh
    command: |
      $keyName = \"AutoStrikeTest_$(Get-Random)\"
      $regPath = \"HKCU:\\Software\\Microsoft\\Windows\\CurrentVersion\\Run\"
      Set-ItemProperty -Path $regPath -Name $keyName -Value \"cmd.exe /c echo AutoStrike Test\" -Type String
      Get-ItemProperty -Path $regPath -Name $keyName
      echo \"Registry key created: $keyName\"
    cleanup: |
      $regPath = \"HKCU:\\Software\\Microsoft\\Windows\\CurrentVersion\\Run\"
      Get-ItemProperty -Path $regPath | ForEach-Object {
          $_.PSObject.Properties | Where-Object {$_.Name -like \"AutoStrikeTest_*\"} | ForEach-Object {
              Remove-ItemProperty -Path $regPath -Name $_.Name -ErrorAction SilentlyContinue
          }
      }
      echo \"Cleanup completed\"
    timeout: 30

  - type: cmd
    command: |
      set KEYNAME=AutoStrikeTest_%RANDOM%
      reg add \"HKCU\\Software\\Microsoft\\Windows\\CurrentVersion\\Run\" /v %KEYNAME% /t REG_SZ /d \"cmd.exe /c echo test\" /f
      reg query \"HKCU\\Software\\Microsoft\\Windows\\CurrentVersion\\Run\" /v %KEYNAME%
      echo Registry key created: %KEYNAME%
    cleanup: |
      for /f \"tokens=1\" %%k in ('reg query \"HKCU\\Software\\Microsoft\\Windows\\CurrentVersion\\Run\" ^| findstr /i \"AutoStrikeTest\"') do reg delete \"HKCU\\Software\\Microsoft\\Windows\\CurrentVersion\\Run\" /v %%k /f
      echo Cleanup completed
    timeout: 30

detection:
  - source: \"Registry\"
    indicator: \"Modification of Run/RunOnce keys\"
  - source: \"Windows Event\"
    indicator: \"Event ID 13 (Sysmon) - Registry value set\"
  - source: \"Registry\"
    indicator: \"HKCU\\Software\\Microsoft\\Windows\\CurrentVersion\\Run modifications\"

is_safe: true

references:
  - https://attack.mitre.org/techniques/T1547/001/
\`\`\`

**Fichiers:**
- server/configs/techniques/T1547.001.yaml

**Definition of Done:**
- [ ] Fichier YAML valide et parsable
- [ ] Creation cle registre dans HKCU Run
- [ ] Cleanup OBLIGATOIRE supprimant la cle
- [ ] Nom de cle unique (random)
- [ ] Indicateurs de detection (Sysmon Event ID 13)
- [ ] Marque is_safe: true avec cleanup",backend;technique
"[BE-52] Creer definition YAML T1070.004",Task,"**Objectif:** Creer le fichier YAML de definition pour la technique T1070.004 - File Deletion (del, Remove-Item) avec fichier de test.

**Fichier YAML:**
\`\`\`yaml
# configs/techniques/T1070.004.yaml
id: \"T1070.004\"
name: \"File Deletion\"
tactic: \"defense-evasion\"
description: |
  Adversaries may delete files left behind by the actions of their
  intrusion activity. NOTE: Cette technique cree un fichier de test
  puis le supprime pour simuler l'activite.

platforms:
  - windows
  - linux
  - macos

executors:
  - type: psh
    command: |
      $testFile = \"$env:TEMP\\AutoStrikeTest_$(Get-Random).txt\"
      \"AutoStrike File Deletion Test\" | Out-File -FilePath $testFile
      echo \"Created test file: $testFile\"
      Test-Path $testFile
      Remove-Item -Path $testFile -Force
      echo \"File deleted\"
      Test-Path $testFile
    cleanup: null
    timeout: 20

  - type: cmd
    command: |
      set TESTFILE=%TEMP%\\AutoStrikeTest_%RANDOM%.txt
      echo AutoStrike File Deletion Test > %TESTFILE%
      echo Created test file: %TESTFILE%
      if exist %TESTFILE% echo File exists
      del /f /q %TESTFILE%
      echo File deleted
      if not exist %TESTFILE% echo File confirmed deleted
    cleanup: null
    timeout: 20

  - type: bash
    command: |
      TESTFILE=\"/tmp/AutoStrikeTest_$RANDOM.txt\"
      echo \"AutoStrike File Deletion Test\" > $TESTFILE
      echo \"Created test file: $TESTFILE\"
      ls -la $TESTFILE
      rm -f $TESTFILE
      echo \"File deleted\"
      ls -la $TESTFILE 2>&1 || echo \"File confirmed deleted\"
    cleanup: null
    timeout: 20

detection:
  - source: \"File System\"
    indicator: \"File deletion in temp directories\"
  - source: \"Process Creation\"
    indicator: \"del.exe or Remove-Item with force flag\"
  - source: \"Sysmon\"
    indicator: \"Event ID 23 - File delete\"

is_safe: true

references:
  - https://attack.mitre.org/techniques/T1070/004/
\`\`\`

**Fichiers:**
- server/configs/techniques/T1070.004.yaml

**Definition of Done:**
- [ ] Fichier YAML valide et parsable
- [ ] Creation puis suppression fichier de test
- [ ] Fichier dans repertoire temp uniquement
- [ ] Verification de la suppression
- [ ] Support Windows, Linux, macOS
- [ ] Marque is_safe: true (fichier de test)",backend;technique
"[BE-53] Generer certificats CA mTLS",Task,"**Objectif:** Creer un script de generation des certificats pour mTLS: CA root autosignee, certificat serveur, template certificat agent.

**Script shell:**
\`\`\`bash
#!/bin/bash
# scripts/generate-certs.sh

set -e

CERT_DIR=\"./certs\"
CA_DAYS=3650
SERVER_DAYS=365
AGENT_DAYS=365

mkdir -p $CERT_DIR

echo \"=== Generating CA Root Certificate ===\"
openssl genrsa -out $CERT_DIR/ca.key 4096
openssl req -new -x509 -days $CA_DAYS -key $CERT_DIR/ca.key \
    -out $CERT_DIR/ca.crt \
    -subj \"/C=FR/ST=IDF/L=Paris/O=AutoStrike/OU=Security/CN=AutoStrike CA\"

echo \"=== Generating Server Certificate ===\"
openssl genrsa -out $CERT_DIR/server.key 2048

cat > $CERT_DIR/server.cnf << EOF
[req]
distinguished_name = req_distinguished_name
req_extensions = v3_req
prompt = no

[req_distinguished_name]
C = FR
ST = IDF
L = Paris
O = AutoStrike
OU = Server
CN = localhost

[v3_req]
basicConstraints = CA:FALSE
keyUsage = digitalSignature, keyEncipherment
extendedKeyUsage = serverAuth
subjectAltName = @alt_names

[alt_names]
DNS.1 = localhost
DNS.2 = autostrike.local
IP.1 = 127.0.0.1
EOF

openssl req -new -key $CERT_DIR/server.key -out $CERT_DIR/server.csr -config $CERT_DIR/server.cnf
openssl x509 -req -days $SERVER_DAYS -in $CERT_DIR/server.csr \
    -CA $CERT_DIR/ca.crt -CAkey $CERT_DIR/ca.key -CAcreateserial \
    -out $CERT_DIR/server.crt -extensions v3_req -extfile $CERT_DIR/server.cnf

echo \"=== Creating Agent Certificate Template ===\"
cat > $CERT_DIR/agent-template.cnf << EOF
[req]
distinguished_name = req_distinguished_name
req_extensions = v3_req
prompt = no

[req_distinguished_name]
C = FR
ST = IDF
L = Paris
O = AutoStrike
OU = Agent
CN = AGENT_PAW_PLACEHOLDER

[v3_req]
basicConstraints = CA:FALSE
keyUsage = digitalSignature
extendedKeyUsage = clientAuth
EOF

echo \"=== Certificates Generated ===\"
echo \"CA Certificate: $CERT_DIR/ca.crt\"
echo \"Server Certificate: $CERT_DIR/server.crt\"
echo \"Server Key: $CERT_DIR/server.key\"
echo \"\"
echo \"To generate agent certificate, run:\"
echo \"  ./scripts/generate-agent-cert.sh <agent-paw>\"

chmod 600 $CERT_DIR/*.key
chmod 644 $CERT_DIR/*.crt
\`\`\`

**Fichiers:**
- scripts/generate-certs.sh
- scripts/generate-agent-cert.sh
- server/certs/.gitkeep

**Definition of Done:**
- [ ] Script generation CA root (4096 bits, 10 ans)
- [ ] Script generation certificat serveur (2048 bits, 1 an)
- [ ] SAN incluant localhost et IPs
- [ ] Template pour certificats agents
- [ ] Permissions restrictives sur cles privees
- [ ] Documentation usage des scripts",backend;security
"[BE-54] Configurer TLS serveur",Task,"**Objectif:** Configurer le serveur Go pour HTTPS avec les certificats generes, TLS 1.3 minimum, cipher suites securisees.

**Code Go exemple:**
\`\`\`go
// pkg/crypto/tls.go
package crypto

import (
    \"crypto/tls\"
    \"crypto/x509\"
    \"fmt\"
    \"os\"
)

type TLSConfig struct {
    CertFile   string
    KeyFile    string
    CAFile     string
    MinVersion uint16
    ClientAuth tls.ClientAuthType
}

func DefaultTLSConfig() TLSConfig {
    return TLSConfig{
        CertFile:   \"./certs/server.crt\",
        KeyFile:    \"./certs/server.key\",
        CAFile:     \"./certs/ca.crt\",
        MinVersion: tls.VersionTLS13,
        ClientAuth: tls.RequireAndVerifyClientCert,
    }
}

func NewTLSConfig(cfg TLSConfig) (*tls.Config, error) {
    cert, err := tls.LoadX509KeyPair(cfg.CertFile, cfg.KeyFile)
    if err != nil {
        return nil, fmt.Errorf(\"failed to load server certificate: %w\", err)
    }

    caCert, err := os.ReadFile(cfg.CAFile)
    if err != nil {
        return nil, fmt.Errorf(\"failed to read CA certificate: %w\", err)
    }

    caCertPool := x509.NewCertPool()
    if !caCertPool.AppendCertsFromPEM(caCert) {
        return nil, fmt.Errorf(\"failed to parse CA certificate\")
    }

    return &tls.Config{
        Certificates: []tls.Certificate{cert},
        ClientCAs:    caCertPool,
        ClientAuth:   cfg.ClientAuth,
        MinVersion:   cfg.MinVersion,
        CipherSuites: []uint16{
            tls.TLS_AES_256_GCM_SHA384,
            tls.TLS_CHACHA20_POLY1305_SHA256,
            tls.TLS_AES_128_GCM_SHA256,
        },
    }, nil
}

func NewServerWithTLS(addr string, handler http.Handler, tlsCfg *tls.Config) *http.Server {
    return &http.Server{
        Addr:      addr,
        Handler:   handler,
        TLSConfig: tlsCfg,
        ReadTimeout:  15 * time.Second,
        WriteTimeout: 15 * time.Second,
        IdleTimeout:  60 * time.Second,
    }
}
\`\`\`

**Fichiers:**
- server/pkg/crypto/tls.go
- server/pkg/crypto/tls_test.go
- server/configs/config.yaml (section tls)

**Definition of Done:**
- [ ] TLS 1.3 minimum configure
- [ ] Cipher suites modernes uniquement
- [ ] Chargement certificats depuis fichiers
- [ ] Configuration timeouts securisee
- [ ] Option pour desactiver mTLS (dev mode)
- [ ] Tests avec certificats de test",backend;security
"[BE-55] Implementer verification certificat agent",Task,"**Objectif:** Implementer la verification mTLS des certificats clients (agents) avec validation de la CA et extraction du PAW.

**Code Go exemple:**
\`\`\`go
// internal/infrastructure/api/rest/middleware/mtls.go
package middleware

import (
    \"crypto/x509\"
    \"net/http\"
    \"strings\"
    \"github.com/gin-gonic/gin\"
)

func MTLSMiddleware() gin.HandlerFunc {
    return func(c *gin.Context) {
        if c.Request.TLS == nil || len(c.Request.TLS.PeerCertificates) == 0 {
            c.JSON(http.StatusUnauthorized, gin.H{
                \"error\": \"client certificate required\",
            })
            c.Abort()
            return
        }

        clientCert := c.Request.TLS.PeerCertificates[0]

        if err := validateAgentCertificate(clientCert); err != nil {
            c.JSON(http.StatusForbidden, gin.H{
                \"error\": \"invalid client certificate\",
                \"details\": err.Error(),
            })
            c.Abort()
            return
        }

        agentPaw := extractPawFromCert(clientCert)
        c.Set(\"agent_paw\", agentPaw)
        c.Set(\"client_cert\", clientCert)

        c.Next()
    }
}

func validateAgentCertificate(cert *x509.Certificate) error {
    if cert.Subject.Organization == nil ||
       len(cert.Subject.Organization) == 0 ||
       cert.Subject.Organization[0] != \"AutoStrike\" {
        return ErrInvalidOrganization
    }

    if cert.Subject.OrganizationalUnit == nil ||
       len(cert.Subject.OrganizationalUnit) == 0 ||
       cert.Subject.OrganizationalUnit[0] != \"Agent\" {
        return ErrInvalidOU
    }

    for _, usage := range cert.ExtKeyUsage {
        if usage == x509.ExtKeyUsageClientAuth {
            return nil
        }
    }
    return ErrMissingClientAuth
}

func extractPawFromCert(cert *x509.Certificate) string {
    return cert.Subject.CommonName
}

var (
    ErrInvalidOrganization = errors.New(\"certificate organization must be AutoStrike\")
    ErrInvalidOU           = errors.New(\"certificate OU must be Agent\")
    ErrMissingClientAuth   = errors.New(\"certificate must have clientAuth extended key usage\")
)
\`\`\`

**Fichiers:**
- server/internal/infrastructure/api/rest/middleware/mtls.go
- server/internal/infrastructure/api/rest/middleware/mtls_test.go

**Definition of Done:**
- [ ] Verification presence certificat client
- [ ] Validation Organization = AutoStrike
- [ ] Validation OU = Agent
- [ ] Validation ExtKeyUsage = clientAuth
- [ ] Extraction PAW depuis CN
- [ ] Tests avec certificats valides et invalides",backend;security
"[BE-56] Creer endpoint generation script deploiement",Task,"**Objectif:** Creer les endpoints GET /deploy/agent.ps1 et /deploy/agent.sh pour generer dynamiquement les scripts de deploiement agent.

**Code Go exemple:**
\`\`\`go
// internal/infrastructure/api/rest/handlers/deploy_handler.go
package handlers

import (
    \"fmt\"
    \"net/http\"
    \"text/template\"
    \"github.com/gin-gonic/gin\"
)

type DeployHandler struct {
    serverURL string
    caPath    string
}

func NewDeployHandler(serverURL, caPath string) *DeployHandler {
    return &DeployHandler{
        serverURL: serverURL,
        caPath:    caPath,
    }
}

const powershellScript = `# AutoStrike Agent Deployment Script
# Generated for: {{.ServerURL}}

$ErrorActionPreference = \"Stop\"
$AgentDir = \"$env:ProgramFiles\\AutoStrike\"
$AgentExe = \"$AgentDir\\autostrike-agent.exe\"

Write-Host \"[*] Creating directory...\"
New-Item -ItemType Directory -Force -Path $AgentDir | Out-Null

Write-Host \"[*] Downloading agent...\"
[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls13
Invoke-WebRequest -Uri \"{{.ServerURL}}/downloads/agent-windows-amd64.exe\" -OutFile $AgentExe

Write-Host \"[*] Downloading CA certificate...\"
Invoke-WebRequest -Uri \"{{.ServerURL}}/downloads/ca.crt\" -OutFile \"$AgentDir\\ca.crt\"

Write-Host \"[*] Registering agent...\"
& $AgentExe --server \"{{.ServerURL}}\" --register

Write-Host \"[+] Agent deployed successfully!\"
`

const bashScript = `#!/bin/bash
# AutoStrike Agent Deployment Script
# Generated for: {{.ServerURL}}

set -e

AGENT_DIR=\"/opt/autostrike\"
AGENT_BIN=\"$AGENT_DIR/autostrike-agent\"

echo \"[*] Creating directory...\"
sudo mkdir -p $AGENT_DIR

echo \"[*] Downloading agent...\"
curl -sSL \"{{.ServerURL}}/downloads/agent-linux-amd64\" -o $AGENT_BIN
chmod +x $AGENT_BIN

echo \"[*] Downloading CA certificate...\"
curl -sSL \"{{.ServerURL}}/downloads/ca.crt\" -o \"$AGENT_DIR/ca.crt\"

echo \"[*] Registering agent...\"
$AGENT_BIN --server \"{{.ServerURL}}\" --register

echo \"[+] Agent deployed successfully!\"
`

func (h *DeployHandler) GetPowerShellScript(c *gin.Context) {
    tmpl := template.Must(template.New(\"ps1\").Parse(powershellScript))
    c.Header(\"Content-Type\", \"text/plain; charset=utf-8\")
    c.Header(\"Content-Disposition\", \"attachment; filename=deploy-agent.ps1\")
    tmpl.Execute(c.Writer, map[string]string{\"ServerURL\": h.serverURL})
}

func (h *DeployHandler) GetBashScript(c *gin.Context) {
    tmpl := template.Must(template.New(\"sh\").Parse(bashScript))
    c.Header(\"Content-Type\", \"text/plain; charset=utf-8\")
    c.Header(\"Content-Disposition\", \"attachment; filename=deploy-agent.sh\")
    tmpl.Execute(c.Writer, map[string]string{\"ServerURL\": h.serverURL})
}
\`\`\`

**Fichiers:**
- server/internal/infrastructure/api/rest/handlers/deploy_handler.go
- server/internal/infrastructure/api/rest/handlers/deploy_handler_test.go

**Definition of Done:**
- [ ] Endpoint GET /deploy/agent.ps1 pour Windows
- [ ] Endpoint GET /deploy/agent.sh pour Linux
- [ ] URL serveur injectee dynamiquement
- [ ] Telechargement agent et CA certificate
- [ ] Scripts executables one-liner
- [ ] Tests de generation des scripts",backend;api
"[BE-57] Implementer export PDF",Task,"**Objectif:** Implementer la generation de rapport PDF avec statistiques, graphique de score, couverture MITRE et recommandations.

**Code Go exemple:**
\`\`\`go
// internal/application/report_service.go
package application

import (
    \"bytes\"
    \"time\"
    \"github.com/jung-kurt/gofpdf\"
)

type ReportService struct {
    scoreCalc   *service.ScoreCalculator
    resultRepo  repository.ResultRepository
    techRepo    repository.TechniqueRepository
}

type ReportData struct {
    GeneratedAt    time.Time
    Score          service.SecurityScore
    TechniqueStats []TechniqueStat
    Recommendations []string
    ExecutionID    string
}

type TechniqueStat struct {
    ID       string
    Name     string
    Tactic   string
    Status   string
    LastTest time.Time
}

func (s *ReportService) GeneratePDF(executionID string) ([]byte, error) {
    data, err := s.gatherReportData(executionID)
    if err != nil {
        return nil, err
    }

    pdf := gofpdf.New(\"P\", \"mm\", \"A4\", \"\")
    pdf.SetTitle(\"AutoStrike Security Report\", false)
    pdf.SetAuthor(\"AutoStrike\", false)

    s.addTitlePage(pdf, data)
    s.addScorePage(pdf, data)
    s.addCoveragePage(pdf, data)
    s.addRecommendationsPage(pdf, data)

    var buf bytes.Buffer
    if err := pdf.Output(&buf); err != nil {
        return nil, err
    }
    return buf.Bytes(), nil
}

func (s *ReportService) addTitlePage(pdf *gofpdf.Fpdf, data *ReportData) {
    pdf.AddPage()
    pdf.SetFont(\"Arial\", \"B\", 24)
    pdf.Cell(0, 20, \"AutoStrike Security Report\")
    pdf.Ln(30)

    pdf.SetFont(\"Arial\", \"\", 12)
    pdf.Cell(0, 10, fmt.Sprintf(\"Generated: %s\", data.GeneratedAt.Format(\"2006-01-02 15:04\")))
    pdf.Ln(10)
    pdf.Cell(0, 10, fmt.Sprintf(\"Execution ID: %s\", data.ExecutionID))
}

func (s *ReportService) addScorePage(pdf *gofpdf.Fpdf, data *ReportData) {
    pdf.AddPage()
    pdf.SetFont(\"Arial\", \"B\", 18)
    pdf.Cell(0, 15, \"Security Score\")
    pdf.Ln(20)

    pdf.SetFont(\"Arial\", \"B\", 48)
    scoreColor := s.getScoreColor(data.Score.Score)
    pdf.SetTextColor(scoreColor[0], scoreColor[1], scoreColor[2])
    pdf.Cell(0, 20, fmt.Sprintf(\"%.0f%%\", data.Score.Score))
    pdf.Ln(25)

    pdf.SetTextColor(0, 0, 0)
    pdf.SetFont(\"Arial\", \"\", 12)
    pdf.Cell(0, 10, fmt.Sprintf(\"Status: %s\", data.Score.Label))
    pdf.Ln(15)

    pdf.Cell(60, 10, fmt.Sprintf(\"Blocked: %d\", data.Score.Blocked))
    pdf.Cell(60, 10, fmt.Sprintf(\"Detected: %d\", data.Score.Detected))
    pdf.Cell(60, 10, fmt.Sprintf(\"Success: %d\", data.Score.Success))
}

func (s *ReportService) getScoreColor(score float64) [3]int {
    if score >= 80 {
        return [3]int{34, 197, 94}
    } else if score >= 60 {
        return [3]int{234, 179, 8}
    } else if score >= 40 {
        return [3]int{249, 115, 22}
    }
    return [3]int{239, 68, 68}
}
\`\`\`

**Fichiers:**
- server/internal/application/report_service.go
- server/internal/application/report_service_test.go
- server/internal/infrastructure/api/rest/handlers/report_handler.go

**Definition of Done:**
- [ ] Generation PDF avec gofpdf
- [ ] Page de titre avec date et execution ID
- [ ] Page score avec couleur selon niveau
- [ ] Page couverture avec stats par tactic
- [ ] Page recommandations basees sur resultats
- [ ] Endpoint GET /api/v1/reports/export/pdf",backend;reports
"[BE-58] Creer profil adversaire APT29",Task,"**Objectif:** Creer le profil adversaire APT29 (Cozy Bear) avec description, techniques associees et references.

**Fichier YAML:**
\`\`\`yaml
# configs/adversaries/APT29.yaml
id: \"apt29\"
name: \"APT29 - Cozy Bear\"
aliases:
  - Cozy Bear
  - The Dukes
  - YTTRIUM
